lang,form,PRET.SG,PRET.PL,PTCP,proto_gem_form,links,class_n,Note,Pattern,simple_pattern_sing,simple_pattern_pl
fao,bliva,bleiv,blivu,blivið,bilībaną,https://en.wiktionary.org//wiki/bl%C3%ADva#Faroese,1,,ABAA,ABA,AAA
fao,driva,,,,drībaną,https://en.wiktionary.org//w/index.php?title=dr%C3%ADva&action=edit&redlink=1,1,,,,
fao,gripa,,,,grīpaną,https://en.wiktionary.org//wiki/gr%C3%ADpa#Faroese,1,,,,
fao,liða,leið,liðu,liðið,līþaną,https://en.wiktionary.org//wiki/l%C3%AD%C3%B0a#Faroese,1,,ABAA,ABA,AAA
fao,skita,skeit,skitu,skitið,skītaną,https://en.wiktionary.org//wiki/sk%C3%ADta#Faroese,1,,ABAA,ABA,AAA
fao,skriva,skrivaði,skrivaðu,skrivað,skrībaną,https://en.wiktionary.org//wiki/skriva#Faroese,1,,AAAA,AAA,AAA
fao,skriða,,,,skrīþaną,https://en.wiktionary.org//wiki/skr%C3%AD%C3%B0a#Faroese,1,,,,
fao,slita,sleit,slitu,slitið,slītaną,https://en.wiktionary.org//wiki/sl%C3%ADta#Faroese,1,,ABAA,ABA,AAA
fao,,,,,snīwaną,,1,,,,
fao,spýggja,spýði,spýðu,spýð,spīwaną,https://en.wiktionary.org//wiki/sp%C3%BDggja#Faroese,1,,AAAA,AAA,AAA
fao,stiga,steig,stigu,stigið,stīganą,https://en.wiktionary.org//wiki/st%C3%ADga#Faroese,1,,ABAA,ABA,AAA
fao,rita,ritaði,ritaðu,ritað,wrītaną,https://en.wiktionary.org//wiki/rita#Faroese,1,,AAAA,AAA,AAA
fao,gýta,,,,geutaną,https://en.wiktionary.org//w/index.php?title=g%C3%BDta&action=edit&redlink=1,2,,,,
fao,bjoða,beyð,buðu,boðið,beudaną,https://en.wiktionary.org//wiki/bj%C3%B3%C3%B0a#Faroese,2,,ABCD,ABC,ABC
fao,fljuga,,,,fleuganą,https://en.wiktionary.org//wiki/flj%C3%BAga#Faroese,2,,,,
fao,bryggja,bryggjaði,bryggjaðu,bryggjað,brewwaną,https://en.wiktionary.org//wiki/bryggja#Faroese,2,,AAAA,AAA,AAA
fao,lugva,leyg,lugu,logið,leuganą,https://en.wiktionary.org/wiki/l%C3%BAgva#Faroese,2,,ABAC,ABC,AAB
fao,flýggja,,,,fleuhaną,https://en.wiktionary.org//w/index.php?title=fl%C3%BDggja&action=edit&redlink=1,2,,,,
fao,flota,fleyt,flutu,flotið,fleutaną,https://en.wiktionary.org//wiki/fl%C3%B3ta#Faroese,2,,ABCA,ABA,ABA
fao,frosin,,,,freusaną,https://en.wiktionary.org//wiki/frosin#Faroese,2,,,,
fao,,,,,furibeudaną,,2,,,,
fao,kjosa,keys,kusu,kosið,keusaną,https://en.wiktionary.org//wiki/kj%C3%B3sa#Faroese,2,,ABCD,ABC,ABC
fao,tyggja,,,,kewwaną,https://en.wiktionary.org//wiki/tyggja#Faroese,2,,,,
fao,krupa,kreyp,krupu,kropið,kreupaną,https://en.wiktionary.org//wiki/kr%C3%BApa#Faroese,2,,ABAC,ABC,AAB
fao,luka,leyk,luku,lokið,lūkaną,https://en.wiktionary.org//wiki/l%C3%BAka#Faroese,2,,ABAC,ABC,AAB
fao,ruka,reyk,ruku,rokið,reukaną,https://en.wiktionary.org//wiki/r%C3%BAka#Faroese,2,,ABAC,ABC,AAB
fao,,,,,skeubaną,,2,,,,
fao,skjota,skeyt,skutu,skotið,skeutaną,https://en.wiktionary.org//wiki/skj%C3%B3ta#Faroese,2,,ABCD,ABC,ABC
fao,sugva,seyg,sugu,sogið,sūganą,https://en.wiktionary.org//wiki/s%C3%BAgva#Faroese,2,,ABAC,ABC,AAB
fao,supa,seyp,supu,sopið,sūpaną,https://en.wiktionary.org//wiki/s%C3%BApa#Faroese,2,,ABAC,ABC,AAB
fao,treskja,treskti,tresktu,treskt,þreskaną,https://en.wiktionary.org//wiki/treskja#Faroese,3,,AAAA,AAA,AAA
fao,søkka,sakk,sukku,sokkið,sinkwaną,https://en.wiktionary.org//wiki/s%C3%B8kka#Faroese,3,,ABCD,ABC,ABC
fao,bresta,brast,brustu,brostið,brestaną,https://en.wiktionary.org//wiki/bresta#Faroese,3,,ABCD,ABC,ABC
fao,bjarga,bjargaði,bjargaðu,bjargað,berganą,https://en.wiktionary.org//wiki/bjarga#Faroese,3,,AAAA,AAA,AAA
fao,binda,bant,bundu,bundið,bindaną,https://en.wiktionary.org//wiki/binda#Faroese,3,,ABCC,ABC,ABB
fao,brenna,brann,brunnu,brunnið,brinnaną,https://en.wiktionary.org//wiki/brenna#Faroese,3,,ABCC,ABC,ABB
fao,drekka,drakk,drukku,drukkið,drinkaną,https://en.wiktionary.org//wiki/drekka#Faroese,3,,ABCC,ABC,ABB
fao,,,,,fehtaną,,3,Died out,D,D,D
fao,finna,fann,funnu,funnið,finþaną,https://en.wiktionary.org//wiki/finna#Faroese,3,,ABCC,ABC,ABB
fao,gjalda,galt,guldu,goldið,geldaną,https://en.wiktionary.org//wiki/gjalda#Faroese,3,,ABCD,ABC,ABC
fao,hjalpa,hjalpti,hjalptu,hjalpt,helpaną,https://en.wiktionary.org//wiki/hj%C3%A1lpa#Faroese,3,,AAAA,AAA,AAA
fao,renna,rann,runnu,runnið,rinnaną,https://en.wiktionary.org//wiki/renna#Faroese,3,,ABCC,ABC,ABB
fao,syngja,sang,sungu,sungið,singwaną,https://en.wiktionary.org//wiki/syngja#Faroese,3,,ABCC,ABC,ABB
fao,,,,,smeltaną,,3,,,,
fao,spinna,spann,spunnu,spunnið,spinnaną,https://en.wiktionary.org//wiki/spinna#Faroese,3,,ABCC,ABC,ABB
fao,springa,,,,springaną,https://en.wiktionary.org//wiki/springa#Faroese,3,,,,
fao,støkka,,,,stinkwaną,https://en.wiktionary.org//wiki/st%C3%B8kka#Faroese,3,,,,
fao,svella,,,,swellaną,https://en.wiktionary.org//wiki/svella#Faroese,3,,,,
fao,svimja,svam,svumu,svomið,swimmaną,https://en.wiktionary.org//wiki/svimja#Faroese,3,,ABCD,ABC,ABC
fao,verpa,varp,vurpu,vorpið,werpaną,https://en.wiktionary.org//wiki/verpa#Faroese,3,,ABCD,ABC,ABC
fao,verða,varð,vorðu,vorðið,werþaną,https://en.wiktionary.org//wiki/ver%C3%B0a#Faroese,3,,ABCC,ABC,ABB
fao,vinda,vant,vundu,vundið,windaną,https://en.wiktionary.org//wiki/vinda#Faroese,3,,ABCC,ABC,ABB
fao,vinna,vann,vunnu,vunnið,winnaną,https://en.wiktionary.org//wiki/vinna#Faroese,3,,ABCC,ABC,ABB
fao,,,,,brekaną,,4,Died out,D,D,D
fao,bera,bar,boru,borið,beraną,https://en.wiktionary.org//wiki/bera#Faroese,4,,ABCC,ABC,ABB
fao,koma,kom,komu,komið,kwemaną,https://en.wiktionary.org//wiki/koma#Faroese,4,,AAAA,AAA,AAA
fao,nema,nam,numu,nomið,nemaną,https://en.wiktionary.org//wiki/nema#Faroese,4,,ABCD,ABC,ABC
fao,skera,skar,skoru,skorið,skeraną,https://en.wiktionary.org//wiki/skera#Faroese,4,,ABCC,ABC,ABB
fao,stjala,stjol,stjolu,stolið,stelaną,https://en.wiktionary.org//wiki/stjala#Faroese,4,,ABBC,ABC,ABC
fao,troða,,,,trudaną,https://en.wiktionary.org//wiki/tro%C3%B0a#Faroese,4,,,,
fao,viga,vigaði,vigaðu,vigað,weganą,https://en.wiktionary.org//wiki/viga#Faroese,5,,AAAA,AAA,AAA
fao,drepa,drap,dropu,dripið,drepaną,https://en.wiktionary.org//wiki/drepa#Faroese,5,,ABCD,ABC,ABC
fao,eta,at,otu,etið,etaną,https://en.wiktionary.org//wiki/eta#Faroese,5,,ABCA,ABA,ABA
fao,fyrigeva,,,,fragebaną,https://en.wiktionary.org//w/index.php?title=fyrigeva&action=edit&redlink=1,5,,,,
fao,geva,gav,govu,givið,gebaną,https://en.wiktionary.org//wiki/geva#Faroese,5,,ABCD,ABC,ABC
fao,lesa,las,losu,lisið,lesaną,https://en.wiktionary.org//wiki/lesa#Faroese,5,,ABCD,ABC,ABC
fao,reka,rak,roku,rikið,wrekaną,https://en.wiktionary.org//wiki/reka#Faroese,5,,ABCD,ABC,ABC
fao,biðja,bað,boðu,biðið,bidjaną,https://en.wiktionary.org//wiki/bi%C3%B0ja#Faroese,5,,ABCA,ABA,ABA
fao,liggja,la,logu,ligið,ligjaną,https://en.wiktionary.org//wiki/liggja#Faroese,5,,ABCA,ABA,ABA
fao,sita,sat,sotu,sitið,sitjaną,https://en.wiktionary.org//wiki/sita#Faroese,5,,ABCA,ABA,ABA
fao,laða,,,,hlaþaną,https://en.wiktionary.org//wiki/la%C3%B0a#Faroese,6,,,,
fao,mala,mol,molu,malið,malaną,https://en.wiktionary.org//wiki/mala#Faroese,6,,ABBA,ABA,ABA
fao,vaða,voð,voðu,vaðið,wadaną,https://en.wiktionary.org//wiki/va%C3%B0a#Faroese,6,,ABBA,ABA,ABA
fao,baka,bakaði,bakaðu,bakað,bakaną,https://en.wiktionary.org//wiki/baka#Faroese,6,,AAAA,AAA,AAA
fao,draga,dro,drogu,drigið,draganą,https://en.wiktionary.org//wiki/draga#Faroese,6,,ABBC,ABC,ABC
fao,fara,for,foru,farið,faraną,https://en.wiktionary.org//wiki/fara#Faroese,6,,ABBA,ABA,ABA
fao,gnaga,,,,gnaganą,https://en.wiktionary.org//wiki/naga#Faroese,6,,,,
fao,grava,grov,grovu,grivið,grabaną,https://en.wiktionary.org//wiki/grava#Faroese,6,,ABBC,ABC,ABC
fao,skava,,,,skabaną,https://en.wiktionary.org//wiki/skava#Faroese,6,,,,
fao,slaa,slo,slogu,sligið,slahaną,https://en.wiktionary.org/wiki/sl%C3%A1a#Faroese,6,,ABBC,ABC,ABC
fao,standa,stoð,stoðu,staðið,standaną,https://en.wiktionary.org//wiki/standa#Faroese,6,,ABBA,ABA,ABA
fao,hevja,hevjaði,hevjaðu,hevjað,habjaną,https://en.wiktionary.org//wiki/hevja#Faroese,6,,AAAA,AAA,AAA
fao,læa,læði,læðu,læið,hlahjaną,https://en.wiktionary.org//wiki/l%C3%A6a#Faroese,6,,AAAA,AAA,AAA
fao,skapa,skapti,skaptu,skapað,skapjaną,https://en.wiktionary.org//wiki/skapa#Faroese,6,,AAAA,AAA,AAA
fao,svørja,svor,svoru,svorið,swarjaną,https://en.wiktionary.org//wiki/sv%C3%B8rja#Faroese,6,,ABBB,ABB,ABB
fao,vaksa,vaks,vuksu,vaksið,wahsijaną,https://en.wiktionary.org/wiki/vaksa#Faroese,6,,AABA,AAA,ABA
fao,heita,heitaði,heitaðu,heitað,haitaną,https://en.wiktionary.org//wiki/heita#Faroese,7,,AAAA,AAA,AAA
fao,høgga,høgdi,høgdu,høgt,hawwaną,https://en.wiktionary.org//wiki/h%C3%B8gga#Faroese,7,,AAAA,AAA,AAA
fao,leypa,leyp,lupu,lopið,hlaupaną,https://en.wiktionary.org//wiki/leypa#Faroese,7,,AABC,AAB,ABC
fao,banna,bannaði,bannaðu,bannað,bannaną,https://en.wiktionary.org//wiki/banna#Faroese,7,,AAAA,AAA,AAA
fao,hanga,hekk,hingu,hingið,hanhaną,https://en.wiktionary.org//wiki/hanga#Faroese,7,,ABCC,ABC,ABB
fao,falla,fallfell,fullu,fallið,fallaną,https://en.wiktionary.org//wiki/falla#Faroese,7,,AABA,AAA,ABA
fao,fa,fekk,fingu,fingið,fanhaną,https://en.wiktionary.org//wiki/f%C3%A1#Faroese,7,,ABCC,ABC,ABB
fao,halda,helt,hildu,hildið,haldaną,https://en.wiktionary.org//wiki/halda#Faroese,7,,ABCC,ABC,ABB
fao,vaska,vaskaði,vaskaðu,vaskað,waskaną,https://en.wiktionary.org//wiki/vaska#Faroese,7,,AAAA,AAA,AAA
fao,blasa,blasti,blast,blasið,blēsaną,https://en.wiktionary.org//wiki/bl%C3%A1sa#Faroese,7,,AAAA,AAA,AAA
fao,grata,græt,grotu,gratið,grētaną,https://en.wiktionary.org//wiki/gr%C3%A1ta#Faroese,7,,ABCA,ABA,ABA
fao,saa,saaði,saaðu,saað,sēaną,https://en.wiktionary.org//wiki/s%C3%A1a#Faroese,7,,AAAA,AAA,AAA
fao,lata,læt,lotu,latið,lētaną,https://en.wiktionary.org//wiki/l%C3%A1ta#Faroese,7,,ABCA,ABA,ABA
fao,raða,raddi,raddu,ratt,rēdaną,https://en.wiktionary.org//wiki/r%C3%A1%C3%B0a#Faroese,7,,AAAA,AAA,AAA
fao,glogva,glogvaði,glogvaðu,glogvað,glōaną,https://en.wiktionary.org//wiki/gl%C3%B3gva#Faroese,7,,AAAA,AAA,AAA
fry,ride,ried,rieden,riden,rīdaną,https://en.wiktionary.org//wiki/ride#West_Frisian,1,,ABBA,ABA,ABA
fry,,,,,bīdaną,,1,,,,
fry,bite,biet,bieten,biten,bītaną,https://en.wiktionary.org//wiki/bite#West_Frisian,1,,ABBA,ABA,ABA
fry,skyne,,,,skīnaną,https://en.wiktionary.org//wiki/skyne#West_Frisian,1,,,,
fry,snije,,,,snīþaną,https://en.wiktionary.org//w/index.php?title=snije&action=edit&redlink=1,1,,,,
fry,rize,,,,rīsaną,https://en.wiktionary.org//wiki/rize#West_Frisian,1,,,,
fry,bliuwe,bleau,bleauwen,bleaun,bilībaną,https://en.wiktionary.org//wiki/bliuwe#West_Frisian,1,,ABBB,ABB,ABB
fry,driuwe,dreau,dreaunen,dreaun,drībaną,https://en.wiktionary.org//wiki/driuwe#West_Frisian,1,,ABBB,ABB,ABB
fry,gripe,griep,griepen,grepen,grīpaną,https://en.wiktionary.org//wiki/gripe#West_Frisian,1,,ABBC,ABC,ABC
fry,lije,,,,līþaną,https://en.wiktionary.org//wiki/lije#West_Frisian,1,,,,
fry,skite,skiet,skieten,skiten,skītaną,https://en.wiktionary.org//wiki/skite#West_Frisian,1,,ABBA,ABA,ABA
fry,skriuwe,skreau,skreauwen,skreaun,skrībaną,https://en.wiktionary.org//wiki/skriuwe#West_Frisian,1,,ABBB,ABB,ABB
fry,,,,,skrīþaną,,1,,,,
fry,slite,,,,slītaną,https://en.wiktionary.org//wiki/slite#West_Frisian,1,,,,
fry,snije,,,,snīwaną,https://en.wiktionary.org//w/index.php?title=snije&action=edit&redlink=1,1,,,,
fry,spije,,,,spīwaną,https://en.wiktionary.org//w/index.php?title=spije&action=edit&redlink=1,1,,,,
fry,stige,,,,stīganą,https://en.wiktionary.org//wiki/stige#West_Frisian,1,,,,
fry,write,wriet,wrieten,writen,wrītaną,https://en.wiktionary.org//wiki/write#West_Frisian,1,,ABBA,ABA,ABA
fry,jitte,geat,geaten,getten,geutaną,https://en.wiktionary.org//wiki/jitte#West_Frisian,2,,ABBC,ABC,ABC
fry,biede,bea,beanen,bean,beudaną,https://en.wiktionary.org//wiki/biede#West_Frisian,2,,ABBB,ABB,ABB
fry,fleane,fleach,fleagen,flein,fleuganą,https://en.wiktionary.org//wiki/fleane#West_Frisian,2,,AAAB,AAB,AAB
fry,brouwe,broude,brouden,broud,brewwaną,https://en.wiktionary.org//wiki/brouwe#West_Frisian,2,,AAAA,AAA,AAA
fry,lige,,,,leuganą,https://en.wiktionary.org//wiki/lige#West_Frisian,2,,,,
fry,,,,,fleuhaną,,2,,,,
fry,,,,,fleutaną,,2,,,,
fry,frieze,frear,frearen,ferzen,freusaną,https://en.wiktionary.org//wiki/frieze#West_Frisian,2,,ABBC,ABC,ABC
fry,,,,,furibeudaną,,2,,,,
fry,kieze,keas,keazen,keazen,keusaną,https://en.wiktionary.org//wiki/kieze#West_Frisian,2,,ABBB,ABB,ABB
fry,koaie,,,,kewwaną,https://en.wiktionary.org//w/index.php?title=koaie&action=edit&redlink=1,2,,,,
fry,krûpe,kroep,kroepen,krûpt,kreupaną,https://en.wiktionary.org//wiki/kr%C3%BBpe#West_Frisian,2,,ABBA,ABA,ABA
fry,lûke,luts,lutsen,lutsen,lūkaną,https://en.wiktionary.org//wiki/l%C3%BBke#West_Frisian,2,,ABBB,ABB,ABB
fry,rûke,roek,roeken,rûkt,reukaną,https://en.wiktionary.org//wiki/r%C3%BBke#West_Frisian,2,,ABBA,ABA,ABA
fry,skowe,,,,skeubaną,https://en.wiktionary.org//w/index.php?title=skowe&action=edit&redlink=1,2,,,,
fry,sjitte,skeat,skeaten,sketten,skeutaną,https://en.wiktionary.org//wiki/sjitte#West_Frisian,2,,ABBC,ABC,ABC
fry,sûge,,,,sūganą,https://en.wiktionary.org//wiki/s%C3%BBge#West_Frisian,2,,,,
fry,sûpe,,,,sūpaną,https://en.wiktionary.org//w/index.php?title=s%C3%BBpe&action=edit&redlink=1,2,,,,
fry,terskje,,,,þreskaną,https://en.wiktionary.org//w/index.php?title=terskje&action=edit&redlink=1,3,,,,
fry,sinke,sonk,sonken,sonken,sinkwaną,https://en.wiktionary.org//wiki/sinke#West_Frisian,3,,ABBB,ABB,ABB
fry,barste,barste,barsten,barst,brestaną,https://en.wiktionary.org/wiki/barste#West_Frisian,3,,AAAA,AAA,AAA
fry,bergje,,,,berganą,https://en.wiktionary.org//wiki/bergje#West_Frisian,3,,,,
fry,bine,bûn,bûnen,bûn,bindaną,https://en.wiktionary.org//wiki/bine#West_Frisian,3,,ABBB,ABB,ABB
fry,,,,,brinnaną,,3,,,,
fry,drinke,dronk,dronken,dronken,drinkaną,https://en.wiktionary.org//wiki/drinke#West_Frisian,3,,ABBB,ABB,ABB
fry,fjochtsje,focht,fochten,fochten,fehtaną,https://en.wiktionary.org/wiki/fjochtsje#West_Frisian,3,,ABBB,ABB,ABB
fry,fine,fûn,fûnen,fûn,finþaną,https://en.wiktionary.org//wiki/fine#West_Frisian,3,,ABBB,ABB,ABB
fry,jilde,,,,geldaną,https://en.wiktionary.org//wiki/jilde#West_Frisian,3,,,,
fry,helpe,holp,holpen,holpen,helpaną,https://en.wiktionary.org//wiki/helpe#West_Frisian,3,,ABBB,ABB,ABB
fry,rinne,rûn,rûnen,rûn,rinnaną,https://en.wiktionary.org//wiki/rinne#West_Frisian,3,,ABBB,ABB,ABB
fry,sjonge,song,songen,songen,singwaną,https://en.wiktionary.org//wiki/sjonge#West_Frisian,3,,ABBB,ABB,ABB
fry,smelte,,,,smeltaną,https://en.wiktionary.org//wiki/smelte#West_Frisian,3,,,,
fry,spinne,,,,spinnaną,https://en.wiktionary.org//wiki/spinne#West_Frisian,3,,,,
fry,springe,sprong,sprongen,sprongen,springaną,https://en.wiktionary.org//wiki/springe#West_Frisian,3,,ABBB,ABB,ABB
fry,stjonke,,,,stinkwaną,https://en.wiktionary.org//w/index.php?title=stjonke&action=edit&redlink=1,3,,,,
fry,swolgje,,,,swellaną,https://en.wiktionary.org//w/index.php?title=swolgje&action=edit&redlink=1,3,,,,
fry,swimme,swom,swommen,swommen,swimmaną,https://en.wiktionary.org//wiki/swimme#West_Frisian,3,,ABBB,ABB,ABB
fry,werpe,,,,werpaną,https://en.wiktionary.org//wiki/werpe#West_Frisian,3,,,,
fry,wurde,waard,waarden,wurden,werþaną,https://en.wiktionary.org//wiki/wurde#West_Frisian,3,,ABBA,ABA,ABA
fry,wine,,,,windaną,https://en.wiktionary.org//wiki/wine#West_Frisian,3,,,,
fry,winne,wûn,wûnen,wûn,winnaną,https://en.wiktionary.org//wiki/winne#West_Frisian,3,,ABBB,ABB,ABB
fry,brekke,bruts,brutsen,brutsen,brekaną,https://en.wiktionary.org//wiki/brekke#West_Frisian,4,,ABBB,ABB,ABB
fry,barre,,,,beraną,https://en.wiktionary.org//wiki/barre#West_Frisian,4,,,,
fry,komme,kaam,kaamen,kommen,kwemaną,https://en.wiktionary.org//wiki/komme#West_Frisian,4,,ABBA,ABA,ABA
fry,nimme,naam,naamen,nomd,nemaną,https://en.wiktionary.org//wiki/nimme#West_Frisian,4,,ABBA,ABA,ABA
fry,skeare,,,,skeraną,https://en.wiktionary.org//w/index.php?title=skeare&action=edit&redlink=1,4,,,,
fry,stelle,,,,stelaną,https://en.wiktionary.org//wiki/stelle#West_Frisian,4,,,,
fry,trêdzje,,,,trudaną,https://en.wiktionary.org//w/index.php?title=tr%C3%AAdzje&action=edit&redlink=1,4,,,,
fry,wage,,,,weganą,https://en.wiktionary.org//wiki/wage#West_Frisian,5,,,,
fry,,,,,drepaną,,5,,,,
fry,ite,iet,ieten,iten,etaną,https://en.wiktionary.org//wiki/ite#West_Frisian,5,,ABBA,ABA,ABA
fry,ferjaan,,,,fragebaną,https://en.wiktionary.org//w/index.php?title=ferjaan&action=edit&redlink=1,5,,,,
fry,jaan,joech,joegen,jûn,gebaną,https://en.wiktionary.org//wiki/jaan#West_Frisian,5,,ABBC,ABC,ABC
fry,lêze,lies,liezen,lêzen,lesaną,https://en.wiktionary.org//wiki/l%C3%AAze#West_Frisian,5,,ABBA,ABA,ABA
fry,wrekke,,,,wrekaną,https://en.wiktionary.org//w/index.php?title=wrekke&action=edit&redlink=1,5,,,,
fry,bidde,bea,beanen,bean,bidjaną,https://en.wiktionary.org//wiki/bidde#West_Frisian,5,,ABBB,ABB,ABB
fry,lizze,lei,leinen,lein,ligjaną,https://en.wiktionary.org//wiki/lizze#West_Frisian,5,,ABBB,ABB,ABB
fry,sitte,siet,sieten,sitten,sitjaną,https://en.wiktionary.org//wiki/sitte#West_Frisian,5,,ABBA,ABA,ABA
fry,,,,,hlaþaną,,6,,,,
fry,mealle,,,,malaną,https://en.wiktionary.org//w/index.php?title=mealle&action=edit&redlink=1,6,,,,
fry,wâdzje,,,,wadaną,https://en.wiktionary.org//w/index.php?title=w%C3%A2dzje&action=edit&redlink=1,6,,,,
fry,bakke,bakte,bakten,bakt,bakaną,https://en.wiktionary.org//wiki/bakke#West_Frisian,6,,AAAA,AAA,AAA
fry,drage,droech,droegen,dragen,draganą,https://en.wiktionary.org//wiki/drage#West_Frisian,6,,ABBA,ABA,ABA
fry,farre,fear,fearen,fearn,faraną,https://en.wiktionary.org//wiki/farre#West_Frisian,6,,ABBB,ABB,ABB
fry,gnauwe,,,,gnaganą,https://en.wiktionary.org//w/index.php?title=gnauwe&action=edit&redlink=1,6,,,,
fry,grave,groef,groeven,groeven,grabaną,https://en.wiktionary.org//wiki/grave#West_Frisian,6,,ABBB,ABB,ABB
fry,skave,,,,skabaną,https://en.wiktionary.org//wiki/skave#West_Frisian,6,,,,
fry,slaan,,,,slahaną,https://en.wiktionary.org//wiki/slaan#West_Frisian,6,,,,
fry,,,,,standaną,,6,,,,
fry,heffe,hefte,heften,heft,habjaną,https://en.wiktionary.org//wiki/heffe#West_Frisian,6,,AAAA,AAA,AAA
fry,,,,,hlahjaną,,6,,,,
fry,skeppe,,,,skapjaną,https://en.wiktionary.org//w/index.php?title=skeppe&action=edit&redlink=1,6,,,,
fry,swarre,,,,swarjaną,https://en.wiktionary.org//w/index.php?title=swarre&action=edit&redlink=1,6,,,,
fry,waakse,woeks,woeksen,woeksen,wahsijaną,https://en.wiktionary.org//wiki/waakse#West_Frisian,6,,ABBB,ABB,ABB
fry,hjitte,hiet,hieten,hiten,haitaną,https://en.wiktionary.org//wiki/hjitte#West_Frisian,7,,ABBC,ABC,ABC
fry,houwe,houde,houden,houd,hawwaną,https://en.wiktionary.org//wiki/houwe#West_Frisian,7,,AAAA,AAA,AAA
fry,ljeppe,ljepte,ljepten,ljept,hlaupaną,https://en.wiktionary.org//wiki/ljeppe#West_Frisian,7,,AAAA,AAA,AAA
fry,banne,bande,banden,band,bannaną,https://en.wiktionary.org//wiki/banne#West_Frisian,7,,AAAA,AAA,AAA
fry,hingje,,,,hanhaną,https://en.wiktionary.org//wiki/hingje#West_Frisian,7,,,,
fry,falle,foel,foelen,fallen,fallaną,https://en.wiktionary.org//wiki/falle#West_Frisian,7,,ABBA,ABA,ABA
fry,fange,fong,fongen,fongen,fanhaną,https://en.wiktionary.org//wiki/fange#West_Frisian,7,,ABBB,ABB,ABB
fry,hâlde,hâlde,hâlden,hâlden,haldaną,https://en.wiktionary.org//wiki/h%C3%A2lde#West_Frisian,7,,AAAA,AAA,AAA
fry,waskje,wosk,wosken,wosken,waskaną,https://en.wiktionary.org//wiki/waskje#West_Frisian,7,,ABBB,ABB,ABB
fry,blaze,blies,bliezen,blazen,blēsaną,https://en.wiktionary.org//wiki/blaze#West_Frisian,7,,ABBA,ABA,ABA
fry,,,,,grētaną,,7,Died out,D,D,D
fry,saaie,,,,sēaną,https://en.wiktionary.org//wiki/saaie#West_Frisian,7,,,,
fry,litte,,,,lētaną,https://en.wiktionary.org//wiki/litte#West_Frisian,7,,,,
fry,riede,rette,retten,ret,rēdaną,https://en.wiktionary.org//wiki/riede#West_Frisian,7,,ABBB,ABB,ABB
fry,gloeie,,,,glōaną,https://en.wiktionary.org//wiki/gloeie#West_Frisian,7,,,,
osx,rīdan,rēd,ridun,giridan,rīdaną,https://en.wiktionary.org//wiki/ridan#Old_Saxon,1,Vowel length was phonemic,ABCC,ABC,ABB
osx,bīdan,bēd,bidun,gibidan,bīdaną,https://en.wiktionary.org//wiki/bidan#Old_Saxon,1,Vowel length was phonemic,ABCC,ABC,ABB
osx,bītan,bēt,bitun,gibitan,bītaną,https://en.wiktionary.org//wiki/bitan#Old_Saxon,1,Vowel length was phonemic,ABCC,ABC,ABB
osx,skīnan,skēn,skinun,giskinan,skīnaną,https://en.wiktionary.org//wiki/skinan#Old_Saxon,1,Vowel length was phonemic,ABCC,ABC,ABB
osx,snīthan,snēth,snidun,gisnidan,snīþaną,https://en.wiktionary.org//wiki/snithan#Old_Saxon,1,Vowel length was phonemic,ABCC,ABC,ABB
osx,rīsan,rēs,risun,girisan,rīsaną,https://en.wiktionary.org//wiki/risan#Old_Saxon,1,Vowel length was phonemic,ABCC,ABC,ABB
osx,bilīvan,bilēf,bilivun,bilivan,bilībaną,https://en.wiktionary.org/wiki/bilivan#Old_Saxon,1,Vowel length was phonemic,ABCC,ABC,ABB
osx,drivan,drēf,drivun,drivan,drībaną,https://en.wiktionary.org/wiki/drivan#Old_Saxon,1,,ABAA,ABA,AAA
osx,grīpan,grēp,gripun,gigripan,grīpaną,https://en.wiktionary.org//wiki/gripan#Old_Saxon,1,Vowel length was phonemic,ABCC,ABC,ABB
osx,līthan,lēth,lidun,gilidan,līþaną,https://en.wiktionary.org//wiki/lithan#Old_Saxon,1,Vowel length was phonemic,ABCC,ABC,ABB
osx,skītan,skēt,skitun,giskitan,skītaną,https://en.wiktionary.org//wiki/skitan#Old_Saxon,1,Vowel length was phonemic,ABCC,ABC,ABB
osx,skrīvan,skrēf,skrivun,giskrivan,skrībaną,https://en.wiktionary.org//wiki/skrivan#Old_Saxon,1,Vowel length was phonemic,ABCC,ABC,ABB
osx,skrīdan,skrēd,skridun,giskridan,skrīþaną,https://en.wiktionary.org//wiki/skridan#Old_Saxon,1,Vowel length was phonemic,ABCC,ABC,ABB
osx,slītan,slēt,slitun,gislitan,slītaną,https://en.wiktionary.org//wiki/slitan#Old_Saxon,1,Vowel length was phonemic,ABCC,ABC,ABB
osx,snīwan,snēw,sniwun,gisniwan,snīwaną,https://en.wiktionary.org/wiki/Reconstruction:Old_Saxon/sniwan,1,Reconstructed,ABCC,ABC,ABB
osx,spīwan,spēw,spiwun,gispiwan,spīwaną,https://en.wiktionary.org//wiki/spiwan#Old_Saxon,1,Vowel length was phonemic,ABCC,ABC,ABB
osx,stīgan,stēh,stigun,gistigan,stīganą,https://en.wiktionary.org//wiki/stigan#Old_Saxon,1,Vowel length was phonemic,ABCC,ABC,ABB
osx,wrītan,wrēt,writun,giwritan,wrītaną,https://en.wiktionary.org//wiki/writan#Old_Saxon,1,Vowel length was phonemic,ABCC,ABC,ABB
