lang,form,PRET.SG,PRET.PL,PTCP,proto_gem_form,links,class_n
deu,laufen,lief,liefen,gelaufen,hlaupaną,https://en.wiktionary.org//wiki/laufen#German,7
deu,bannen,bannte,bannten,gebannt,bannaną,https://en.wiktionary.org//wiki/bannen#German,7
deu,hängen,hängte,hängten,gehängt,hanhaną,https://en.wiktionary.org//wiki/h%C3%A4ngen#German,7
deu,fallen,fiel,fielen,gefallen,fallaną,https://en.wiktionary.org//wiki/fallen#German,7
deu,fangen,fing,fingen,gefangen,fanhaną,https://en.wiktionary.org//wiki/fangen#German,7
deu,halten,hielt,hielten,gehalten,haldaną,https://en.wiktionary.org//wiki/halten#German,7
deu,waschen,wusch,wuschen,gewaschen,waskaną,https://en.wiktionary.org//wiki/waschen#German,7
deu,blasen,blies,bliesen,geblasen,blēsaną,https://en.wiktionary.org//wiki/blasen#German,7
deu,,,,,grētaną,,7
deu,säen,säte,säten,gesät,sēaną,https://en.wiktionary.org//wiki/s%C3%A4en#German,7
deu,lassen,ließ,ließen,gelassen,lētaną,https://en.wiktionary.org//wiki/lassen#German,7
deu,raten,riet,rieten,geraten,rēdaną,https://en.wiktionary.org//wiki/raten#German,7
deu,glühen,glühte,glühten,geglüht,glōaną,https://en.wiktionary.org//wiki/gl%C3%BChen#German,7
nob,,,,,rīdaną,,1
nob,bissens,,,,bīdaną,https://en.wiktionary.org//w/index.php?title=bissens&action=edit&redlink=1,1
nob,bite,beit,beit,bitt,bītaną,https://en.wiktionary.org//wiki/bite#Norwegian_Bokmål,1
nob,skinne,skein,skein,skint,skīnaną,https://en.wiktionary.org//wiki/skinne#Norwegian_Bokmål,1
nob,,,,,snīþaną,,1
nob,,,,,rīsaną,,1
nob,bli,blei,blei,blitt,bilībaną,https://en.wiktionary.org//wiki/bli#Norwegian_Bokmål,1
nob,drive,dreiv,dreiv,drevet,drībaną,https://en.wiktionary.org//wiki/drive#Norwegian_Bokmål,1
nob,gripe,greip,greip,grepet,grīpaną,https://en.wiktionary.org//wiki/gripe#Norwegian_Bokmål,1
nob,,,,,līþaną,,1
nob,skite,,,,skītaną,https://en.wiktionary.org//wiki/skite#Norwegian_Bokmål,1
nob,skrive,skreiv,skreiv,skrevet,skrībaną,https://en.wiktionary.org//wiki/skrive#Norwegian_Bokmål,1
nob,skride,,,,skrīþaną,https://en.wiktionary.org//wiki/skride#Norwegian_Bokmål,1
nob,slite,sleit,sleit,slitt,slītaną,https://en.wiktionary.org//wiki/slite#Norwegian_Bokmål,1
nob,snø,snødde,snødde,snødd,snīwaną,https://en.wiktionary.org//wiki/sn%C3%B8#Norwegian_Bokmål,1
nob,spy,spydde,spydde,spydd,spīwaną,https://en.wiktionary.org//wiki/spy#Norwegian_Bokmål,1
nob,stige,steig,steig,steget,stīganą,https://en.wiktionary.org//wiki/stige#Norwegian_Bokmål,1
nob,,,,,wrītaną,,1
nob,gyte,gytte,gytte,gytt,geutaną,https://en.wiktionary.org//wiki/gyte#Norwegian_Bokmål,2
nob,byde,,,,beudaną,https://en.wiktionary.org//wiki/byde#Norwegian_Bokmål,2
nob,fly,fløy,fløy,fløyet,fleuganą,https://en.wiktionary.org//wiki/fly#Norwegian_Bokmål,2
nob,brygge,brygget,brygget,brygget,brewwaną,https://en.wiktionary.org//wiki/brygge#Norwegian_Bokmål,2
nob,lyve,løy,løy,løyet,leuganą,https://en.wiktionary.org//wiki/lyve#Norwegian_Bokmål,2
nob,fly,fløy,fløy,fløyet,fleuhaną,https://en.wiktionary.org//wiki/fly#Norwegian_Bokmål,2
nob,flyte,fløyt,fløyt,flytt,fleutaną,https://en.wiktionary.org//wiki/flyte#Norwegian_Bokmål,2
nob,fryse,frøys,frøys,frosset,freusaną,https://en.wiktionary.org//wiki/fryse#Norwegian_Bokmål,2
nob,forby,forbydde,forbydde,forbydd,furibeudaną,https://en.wiktionary.org//wiki/forby#Norwegian_Bokmål,2
nob,,,,,keusaną,,2
nob,tygge,tygget,tygget,tygget,kewwaną,https://en.wiktionary.org//wiki/tygge#Norwegian_Bokmål,2
nob,krype,krøyp,krøyp,krøpet,kreupaną,https://en.wiktionary.org//wiki/krype#Norwegian_Bokmål,2
nob,lukke,lukket,lukket,lukket,lūkaną,https://en.wiktionary.org//wiki/lukke#Norwegian_Bokmål,2
nob,ryke,røyk,røyk,røket,reukaną,https://en.wiktionary.org//wiki/ryke#Norwegian_Bokmål,2
nob,,,,,skeubaną,,2
nob,skyte,skøyt,skøyt,skutt,skeutaną,https://en.wiktionary.org//wiki/skyte#Norwegian_Bokmål,2
nob,,,,,sūganą,,2
nob,,,,,sūpaną,,2
nob,treske,,,,þreskaną,https://en.wiktionary.org//wiki/treske#Norwegian_Bokmål,3
nob,synke,sank,sank,sunket,sinkwaną,https://en.wiktionary.org//wiki/synke#Norwegian_Bokmål,3
nob,,,,,brestaną,,3
nob,berge,berget,berget,berget,berganą,https://en.wiktionary.org//wiki/berge#Norwegian_Bokmål,3
nob,binde,bandt,bandt,bundet,bindaną,https://en.wiktionary.org//wiki/binde#Norwegian_Bokmål,3
nob,,,,,brinnaną,,3
nob,drikke,drakk,drakk,drukket,drinkaną,https://en.wiktionary.org//wiki/drikke#Norwegian_Bokmål,3
nob,fekte,fektet,fektet,fektet,fehtaną,https://en.wiktionary.org//wiki/fekte#Norwegian_Bokmål,3
nob,finne,fant,fant,funnet,finþaną,https://en.wiktionary.org//wiki/finne#Norwegian_Bokmål,3
nob,gjelde,gjaldt,gjaldt,gjeldt,geldaną,https://en.wiktionary.org//wiki/gjelde#Norwegian_Bokmål,3
nob,hjelpe,hjalp,hjalp,hjulpet,helpaną,https://en.wiktionary.org//wiki/hjelpe#Norwegian_Bokmål,3
nob,,,,,rinnaną,,3
nob,synge,sang,sang,sunget,singwaną,https://en.wiktionary.org//wiki/synge#Norwegian_Bokmål,3
nob,smelte,smeltet,smeltet,smeltet,smeltaną,https://en.wiktionary.org//wiki/smelte#Norwegian_Bokmål,3
nob,,,,,spinnaną,,3
nob,springe,sprang,sprang,sprunget,springaną,https://en.wiktionary.org//wiki/springe#Norwegian_Bokmål,3
nob,,,,,stinkwaną,,3
nob,,,,,swellaną,,3
nob,svømme,svømte,svømte,svømt,swimmaną,https://en.wiktionary.org//wiki/sv%C3%B8mme#Norwegian_Bokmål,3
nob,verpe,,,,werpaną,https://en.wiktionary.org//wiki/verpe#Norwegian_Bokmål,3
nob,vorde,,,,werþaną,https://en.wiktionary.org//wiki/vorde#Norwegian_Bokmål,3
nob,,,,,windaną,,3
nob,vinne,vant,vant,vunnet,winnaną,https://en.wiktionary.org//wiki/vinne#Norwegian_Bokmål,3
nob,brekke,brakk,brakk,brukket,brekaną,https://en.wiktionary.org//wiki/brekke#Norwegian_Bokmål,4
nob,bære,bar,bar,båret,beraną,https://en.wiktionary.org//wiki/b%C3%A6re#Norwegian_Bokmål,4
nob,komme,kom,kom,kommet,kwemaną,https://en.wiktionary.org//wiki/komme#Norwegian_Bokmål,4
nob,,,,,nemaną,,4
nob,skjære,skar,skar,skåret,skeraną,https://en.wiktionary.org//wiki/skj%C3%A6re#Norwegian_Bokmål,4
nob,stjele,stjal,stjal,stjålet,stelaną,https://en.wiktionary.org//wiki/stjele#Norwegian_Bokmål,4
nob,trå,tro,tro,trådt,trudaną,https://en.wiktionary.org//wiki/tr%C3%A5#Norwegian_Bokmål,4
nob,veie,veide,veide,veid,weganą,https://en.wiktionary.org//wiki/veie#Norwegian_Bokmål,5
nob,drepe,drepte,drepte,drept,drepaną,https://en.wiktionary.org//wiki/drepe#Norwegian_Bokmål,5
nob,ete,åt,åt,ett,etaną,https://en.wiktionary.org//wiki/ete#Norwegian_Bokmål,5
nob,,,,,fragebaną,,5
nob,gi,,,,gebaną,https://en.wiktionary.org//wiki/gi#Norwegian_Bokmål,5
nob,lese,leste,leste,lest,lesaną,https://en.wiktionary.org//wiki/lese#Norwegian_Bokmål,5
nob,,,,,wrekaną,,5
nob,be,,,,bidjaną,https://en.wiktionary.org//wiki/be#Norwegian_Bokmål,5
nob,ligge,lå,lå,ligget,ligjaną,https://en.wiktionary.org//wiki/ligge#Norwegian_Bokmål,5
nob,sitte,satt,satt,sittet,sitjaną,https://en.wiktionary.org//wiki/sitte#Norwegian_Bokmål,5
nob,lade,ladde,ladde,ladd,hlaþaną,https://en.wiktionary.org//wiki/lade#Norwegian_Bokmål,6
nob,male,malte,malte,malt,malaną,https://en.wiktionary.org//wiki/male#Norwegian_Bokmål,6
nob,vade,vadde,vadde,vadd,wadaną,https://en.wiktionary.org//wiki/vade#Norwegian_Bokmål,6
nob,,,,,bakaną,,6
nob,,,,,draganą,,6
nob,fare,for,for,fart,faraną,https://en.wiktionary.org//wiki/fare#Norwegian_Bokmål,6
nob,gnave,,,,gnaganą,https://en.wiktionary.org//wiki/gnave#Norwegian_Bokmål,6
nob,grave,grov,grov,gravd,grabaną,https://en.wiktionary.org//wiki/grave#Norwegian_Bokmål,6
nob,,,,,skabaną,,6
nob,slå,slo,slo,slått,slahaną,https://en.wiktionary.org//wiki/sl%C3%A5#Norwegian_Bokmål,6
nob,stå,,,,standaną,https://en.wiktionary.org//wiki/st%C3%A5#Norwegian_Bokmål,6
nob,heve,hevde,hevde,hevd,habjaną,https://en.wiktionary.org//wiki/heve#Norwegian_Bokmål,6
nob,le,,,,hlahjaną,https://en.wiktionary.org//wiki/le#Norwegian_Bokmål,6
nob,skape,skapte,skapte,skapt,skapjaną,https://en.wiktionary.org//wiki/skape#Norwegian_Bokmål,6
nob,sverge,svor,svor,svoret,swarjaną,https://en.wiktionary.org//wiki/sverge#Norwegian_Bokmål,6
nob,vokse,vokste,vokste,vokst,wahsijaną,https://en.wiktionary.org//wiki/vokse#Norwegian_Bokmål,6
nob,hete,hette,hette,hett,haitaną,https://en.wiktionary.org//wiki/hete#Norwegian_Bokmål,7
nob,hugge,hugg,hugg,hugd,hawwaną,https://en.wiktionary.org//wiki/hugge#Norwegian_Bokmål,7
nob,løpe,løp,løp,løpt,hlaupaną,https://en.wiktionary.org//wiki/l%C3%B8pe#Norwegian_Bokmål,7
nob,,,,,bannaną,,7
nob,henge,hang,hang,hengt,hanhaną,https://en.wiktionary.org//wiki/henge#Norwegian_Bokmål,7
nob,falle,falt,falt,falt,fallaną,https://en.wiktionary.org//wiki/falle#Norwegian_Bokmål,7
nob,få,,,,fanhaną,https://en.wiktionary.org//wiki/f%C3%A5#Norwegian_Bokmål,7
nob,holde,holdt,holdt,holdt,haldaną,https://en.wiktionary.org//wiki/holde#Norwegian_Bokmål,7
nob,vaske,vasket,vasket,vasket,waskaną,https://en.wiktionary.org//wiki/vaske#Norwegian_Bokmål,7
nob,blåse,blåste,blåste,blåst,blēsaną,https://en.wiktionary.org//wiki/bl%C3%A5se#Norwegian_Bokmål,7
nob,gråte,gråt,gråt,grått,grētaną,https://en.wiktionary.org//wiki/gr%C3%A5te#Norwegian_Bokmål,7
nob,,,,,sēaną,,7
nob,la,,,,lētaną,https://en.wiktionary.org//wiki/la#Norwegian_Bokmål,7
nob,råde,rådde,rådde,rådd,rēdaną,https://en.wiktionary.org//wiki/r%C3%A5de#Norwegian_Bokmål,7
nob,glo,,,,glōaną,https://en.wiktionary.org//wiki/glo#Norwegian_Bokmål,7
gsw,,,,,rīdaną,,1
gsw,beite,,,,bīdaną,https://en.wiktionary.org//wiki/beite#Alemannic_German,1
gsw,,,,,bītaną,,1
gsw,,,,,skīnaną,,1
gsw,,,,,snīþaną,,1
gsw,,,,,rīsaną,,1
gsw,bliibe,plibe,plibe,plibe,bilībaną,https://en.wiktionary.org//wiki/bliibe#Alemannic_German,1
gsw,triibe,,,,drībaną,https://en.wiktionary.org//wiki/triibe#Alemannic_German,1
gsw,,,,,grīpaną,,1
gsw,lide,,,,līþaną,https://en.wiktionary.org//wiki/lide#Alemannic_German,1
gsw,,,,,skītaną,,1
gsw,schriibe,gschribe,gschribe,gschribe,skrībaną,https://en.wiktionary.org//wiki/schriibe#Alemannic_German,1
gsw,,,,,skrīþaną,,1
gsw,,,,,slītaną,,1
gsw,,,,,snīwaną,,1
gsw,spiiwe,,,,spīwaną,https://en.wiktionary.org//wiki/spiiwe#Alemannic_German,1
gsw,,,,,stīganą,,1
gsw,,,,,wrītaną,,1
gsw,,,,,geutaną,,2
gsw,,,,,beudaną,,2
gsw,,,,,fleuganą,,2
gsw,,,,,brewwaną,,2
gsw,,,,,leuganą,,2
gsw,flie,,,,fleuhaną,https://en.wiktionary.org//wiki/flie#Alemannic_German,2
gsw,,,,,fleutaną,,2
gsw,,,,,freusaną,,2
gsw,,,,,furibeudaną,,2
gsw,,,,,keusaną,,2
gsw,chüüwe,,,,kewwaną,https://en.wiktionary.org//wiki/ch%C3%BC%C3%BCwe#Alemannic_German,2
gsw,chrüpfen,,,,kreupaną,https://en.wiktionary.org//w/index.php?title=chr%C3%BCpfen&action=edit&redlink=1,2
gsw,,,,,lūkaną,,2
gsw,,,,,reukaną,,2
gsw,schiebe,,,,skeubaną,https://en.wiktionary.org//wiki/schiebe#Alemannic_German,2
gsw,schieße,,,,skeutaną,https://en.wiktionary.org//wiki/schie%C3%9Fe#Alemannic_German,2
gsw,suuge,,,,sūganą,https://en.wiktionary.org//wiki/suuge#Alemannic_German,2
gsw,süfä,,,,sūpaną,https://en.wiktionary.org//wiki/s%C3%BCf%C3%A4#Alemannic_German,2
gsw,,,,,þreskaną,,3
gsw,,,,,sinkwaną,,3
gsw,,,,,brestaną,,3
gsw,,,,,berganą,,3
gsw,,,,,bindaną,,3
gsw,brünne,,,,brinnaną,https://en.wiktionary.org//w/index.php?title=br%C3%BCnne&action=edit&redlink=1,3
gsw,trinche,,,,drinkaną,https://en.wiktionary.org//wiki/trinche#Alemannic_German,3
gsw,fëchte,,,,fehtaną,https://en.wiktionary.org//wiki/f%C3%ABchte#Alemannic_German,3
gsw,fianda,,,,finþaną,https://en.wiktionary.org//w/index.php?title=fianda&action=edit&redlink=1,3
gsw,,,,,geldaną,,3
gsw,,,,,helpaną,,3
gsw,,,,,rinnaną,,3
gsw,,,,,singwaną,,3
gsw,,,,,smeltaną,,3
gsw,,,,,spinnaną,,3
gsw,schpringe,,,,springaną,https://en.wiktionary.org//wiki/schpringe#Alemannic_German,3
gsw,,,,,stinkwaną,,3
gsw,,,,,swellaną,,3
gsw,,,,,swimmaną,,3
gsw,,,,,werpaną,,3
gsw,wërde,,,,werþaną,https://en.wiktionary.org//wiki/w%C3%ABrde#Alemannic_German,3
gsw,,,,,windaną,,3
gsw,,,,,winnaną,,3
gsw,,,,,brekaną,,4
gsw,beren,,,,beraną,https://en.wiktionary.org//wiki/beren#Alemannic_German,4
gsw,chéeme,,,,kwemaną,https://en.wiktionary.org//wiki/ch%C3%A9eme#Alemannic_German,4
gsw,në,,,,nemaną,https://en.wiktionary.org//wiki/n%C3%AB#Alemannic_German,4
gsw,Geschirr,,,,skeraną,https://en.wiktionary.org//wiki/Geschirr#Alemannic_German,4
gsw,,,,,stelaną,,4
gsw,,,,,trudaną,,4
gsw,weigge,,,,weganą,https://en.wiktionary.org//wiki/weigge#Alemannic_German,5
gsw,,,,,drepaną,,5
gsw,assu,,,,etaną,https://en.wiktionary.org//wiki/assu#Alemannic_German,5
gsw,,,,,fragebaną,,5
gsw,gea,,,,gebaną,https://en.wiktionary.org//wiki/gea#Alemannic_German,5
gsw,lääse,,,,lesaną,https://en.wiktionary.org//wiki/l%C3%A4%C3%A4se#Alemannic_German,5
gsw,,,,,wrekaną,,5
gsw,,,,,bidjaną,,5
gsw,ligge,gläge,gläge,gläge,ligjaną,https://en.wiktionary.org//wiki/ligge#Alemannic_German,5
gsw,,,,,sitjaną,,5
gsw,lade,,,,hlaþaną,https://en.wiktionary.org//wiki/lade#Alemannic_German,6
gsw,,,,,malaną,,6
gsw,,,,,wadaną,,6
gsw,,,,,bakaną,,6
gsw,traa,,,,draganą,https://en.wiktionary.org//wiki/traa#Alemannic_German,6
gsw,fare,,,,faraną,https://en.wiktionary.org//wiki/fare#Alemannic_German,6
gsw,,,,,gnaganą,,6
gsw,,,,,grabaną,,6
gsw,,,,,skabaną,,6
gsw,schlaa,,,,slahaną,https://en.wiktionary.org//wiki/schlaa#Alemannic_German,6
gsw,,,,,standaną,,6
gsw,hè,,,,habjaną,https://en.wiktionary.org//wiki/h%C3%A8#Alemannic_German,6
gsw,lache,glachet,glachet,glachet,hlahjaną,https://en.wiktionary.org//wiki/lache#Alemannic_German,6
gsw,schaffe,gschaffet,gschaffet,gschaffet,skapjaną,https://en.wiktionary.org//wiki/schaffe#Alemannic_German,6
gsw,schwere,,,,swarjaną,https://en.wiktionary.org//wiki/schwere#Alemannic_German,6
gsw,,,,,wahsijaną,,6
gsw,,,,,haitaną,,7
gsw,,,,,hawwaną,,7
gsw,loufa,,,,hlaupaną,https://en.wiktionary.org//w/index.php?title=loufa&action=edit&redlink=1,7
gsw,,,,,bannaną,,7
gsw,,,,,hanhaną,,7
gsw,,,,,fallaną,,7
gsw,faahe,,,,fanhaną,https://en.wiktionary.org//wiki/faahe#Alemannic_German,7
gsw,,,,,haldaną,,7
gsw,wäsche,gwäsche,gwäsche,gwäsche,waskaną,https://en.wiktionary.org//wiki/w%C3%A4sche#Alemannic_German,7
gsw,,,,,blēsaną,,7
gsw,graasse,,,,grētaną,https://en.wiktionary.org//w/index.php?title=graasse&action=edit&redlink=1,7
gsw,,,,,sēaną,,7
gsw,lah,,,,lētaną,https://en.wiktionary.org//wiki/lah#Alemannic_German,7
gsw,,,,,rēdaną,,7
gsw,,,,,glōaną,,7
nld,rijden,reed,reed,gereden,rīdaną,https://en.wiktionary.org//wiki/rijden#Dutch,1
nld,bijden,,,,bīdaną,https://en.wiktionary.org//w/index.php?title=bijden&action=edit&redlink=1,1
nld,bijten,beet,beet,gebeten,bītaną,https://en.wiktionary.org//wiki/bijten#Dutch,1
nld,schijnen,scheen,schenen,geschenen,skīnaną,https://en.wiktionary.org//wiki/schijnen#Dutch,1
nld,snijden,sneed,sneden,gesneden,snīþaną,https://en.wiktionary.org//wiki/snijden#Dutch,1
nld,rijzen,rees,rezen,gerezen,rīsaną,https://en.wiktionary.org//wiki/rijzen#Dutch,1
nld,blijven,bleef,bleven,gebleven,bilībaną,https://en.wiktionary.org//wiki/blijven#Dutch,1
nld,drijven,dreef,dreven,gedreven,drībaną,https://en.wiktionary.org//wiki/drijven#Dutch,1
nld,grijpen,greep,grepen,gegrepen,grīpaną,https://en.wiktionary.org//wiki/grijpen#Dutch,1
nld,lijden,leed,leden,geleden,līþaną,https://en.wiktionary.org//wiki/lijden#Dutch,1
nld,schijten,scheet,scheten,gescheten,skītaną,https://en.wiktionary.org//wiki/schijten#Dutch,1
nld,schrijven,schreef,schreven,geschreven,skrībaną,https://en.wiktionary.org//wiki/schrijven#Dutch,1
nld,schrijden,schreed,schreden,geschreden,skrīþaną,https://en.wiktionary.org//wiki/schrijden#Dutch,1
nld,slijten,sleet,sleten,gesleten,slītaną,https://en.wiktionary.org//wiki/slijten#Dutch,1
nld,snuwen,snuwde,snuwde,gesnuwd,snīwaną,https://en.wiktionary.org//wiki/snuwen#Dutch,1
nld,spugen,spuugde,spuugden,gespuugd,spīwaną,https://en.wiktionary.org//wiki/spugen#Dutch,1
nld,stijgen,steeg,steeg,gestegen,stīganą,https://en.wiktionary.org//wiki/stijgen#Dutch,1
nld,wrijten,wreet,wreet,gewreten,wrītaną,https://en.wiktionary.org//wiki/wrijten#Dutch,1
nld,gieten,goot,goot,gegoten,geutaną,https://en.wiktionary.org//wiki/gieten#Dutch,2
nld,bieden,bood,bood,geboden,beudaną,https://en.wiktionary.org//wiki/bieden#Dutch,2
nld,vliegen,vloog,vloog,gevlogen,fleuganą,https://en.wiktionary.org//wiki/vliegen#Dutch,2
nld,brouwen,brouwde,brouwde,gebrouwen,brewwaną,https://en.wiktionary.org//wiki/brouwen#Dutch,2
nld,liegen,loog,logen,gelogen,leuganą,https://en.wiktionary.org//wiki/liegen#Dutch,2
nld,vlieden,vlood,vlood,gevloden,fleuhaną,https://en.wiktionary.org//wiki/vlieden#Dutch,2
nld,vlieten,vloot,vloten,gevloten,fleutaną,https://en.wiktionary.org//wiki/vlieten#Dutch,2
nld,vriezen,vroor,vroren,gevroren,freusaną,https://en.wiktionary.org//wiki/vriezen#Dutch,2
nld,verbieden,verbood,verbood,verboden,furibeudaną,https://en.wiktionary.org//wiki/verbieden#Dutch,2
nld,kiezen,koos,koos,gekozen,keusaną,https://en.wiktionary.org//wiki/kiezen#Dutch,2
nld,,,,,kewwaną,,2
nld,kruipen,kroop,kropen,gekropen,kreupaną,https://en.wiktionary.org//wiki/kruipen#Dutch,2
nld,luiken,look,loken,geloken,lūkaną,https://en.wiktionary.org//wiki/luiken#Dutch,2
nld,rieken,rook,roken,geroken,reukaną,https://en.wiktionary.org//wiki/rieken#Dutch,2
nld,schuiven,schoof,schoof,geschoven,skeubaną,https://en.wiktionary.org//wiki/schuiven#Dutch,2
nld,schieten,schoot,schoot,geschoten,skeutaną,https://en.wiktionary.org//wiki/schieten#Dutch,2
nld,zuigen,zoog,zogen,gezogen,sūganą,https://en.wiktionary.org//wiki/zuigen#Dutch,2
nld,zuipen,zoop,zopen,gezopen,sūpaną,https://en.wiktionary.org//wiki/zuipen#Dutch,2
nld,dorsen,dorste,dorsten,gedorst,þreskaną,https://en.wiktionary.org//wiki/dorsen#Dutch,3
nld,zinken,zonk,zonk,gezonken,sinkwaną,https://en.wiktionary.org//wiki/zinken#Dutch,3
nld,verbrijzelen,verbrijzelde,verbrijzelden,verbrijzeld,brestaną,https://en.wiktionary.org//wiki/verbrijzelen#Dutch,3
nld,bergen,borg,borg,geborgen,berganą,https://en.wiktionary.org//wiki/bergen#Dutch,3
nld,binden,bond,bond,gebonden,bindaną,https://en.wiktionary.org//wiki/binden#Dutch,3
nld,branden,brandde,brandde,gebrand,brinnaną,https://en.wiktionary.org//wiki/branden#Dutch,3
nld,drinken,dronk,dronken,gedronken,drinkaną,https://en.wiktionary.org//wiki/drinken#Dutch,3
nld,vechten,vocht,vochten,gevochten,fehtaną,https://en.wiktionary.org//wiki/vechten#Dutch,3
nld,vinden,vond,vonden,gevonden,finþaną,https://en.wiktionary.org//wiki/vinden#Dutch,3
nld,gelden,gold,golden,gegolden,geldaną,https://en.wiktionary.org//wiki/gelden#Dutch,3
nld,helpen,hielp,hielpen,geholpen,helpaną,https://en.wiktionary.org//wiki/helpen#Dutch,3
nld,rennen,rende,rende,gerend,rinnaną,https://en.wiktionary.org//wiki/rennen#Dutch,3
nld,zingen,zong,zongen,gezongen,singwaną,https://en.wiktionary.org//wiki/zingen#Dutch,3
nld,smelten,smolt,smolten,gesmolten,smeltaną,https://en.wiktionary.org//wiki/smelten#Dutch,3
nld,spinnen,spon,spon,gesponnen,spinnaną,https://en.wiktionary.org//wiki/spinnen#Dutch,3
nld,springen,sprong,sprongen,gesprongen,springaną,https://en.wiktionary.org//wiki/springen#Dutch,3
nld,stinken,stonk,stonken,gestonken,stinkwaną,https://en.wiktionary.org//wiki/stinken#Dutch,3
nld,zwellen,zwol,zwollen,gezwollen,swellaną,https://en.wiktionary.org//wiki/zwellen#Dutch,3
nld,zwemmen,zwom,zwommen,gezwommen,swimmaną,https://en.wiktionary.org//wiki/zwemmen#Dutch,3
nld,werpen,wierp,wierpen,geworpen,werpaną,https://en.wiktionary.org//wiki/werpen#Dutch,3
nld,worden,werd,werd,geworden,werþaną,https://en.wiktionary.org//wiki/worden#Dutch,3
nld,winden,wond,wond,gewonden,windaną,https://en.wiktionary.org//wiki/winden#Dutch,3
nld,winnen,won,wonnen,gewonnen,winnaną,https://en.wiktionary.org//wiki/winnen#Dutch,3
nld,breken,brak,brak,gebroken,brekaną,https://en.wiktionary.org//wiki/breken#Dutch,4
nld,,,,,beraną,,4
nld,kommen,kwam,kwamen,gekommen,kwemaną,https://en.wiktionary.org//wiki/kommen#Dutch,4
nld,nemen,nam,namen,genomen,nemaną,https://en.wiktionary.org//wiki/nemen#Dutch,4
nld,skeer,skere,skere,skeerder,skeraną,https://en.wiktionary.org//wiki/skeer#Dutch,4
nld,stelen,stal,stal,gestolen,stelaną,https://en.wiktionary.org//wiki/stelen#Dutch,4
nld,treden,trad,trad,getreden,trudaną,https://en.wiktionary.org//wiki/treden#Dutch,4
nld,wegen,woog,woog,gewogen,weganą,https://en.wiktionary.org//wiki/wegen#Dutch,5
nld,treffen,trof,trof,getroffen,drepaną,https://en.wiktionary.org//wiki/treffen#Dutch,5
nld,eten,at,at,gegeten,etaną,https://en.wiktionary.org//wiki/eten#Dutch,5
nld,vergeven,vergaf,vergaf,vergeven,fragebaną,https://en.wiktionary.org//wiki/vergeven#Dutch,5
nld,geven,gaf,gaf,gegeven,gebaną,https://en.wiktionary.org//wiki/geven#Dutch,5
nld,lezen,las,lazen,gelezen,lesaną,https://en.wiktionary.org//wiki/lezen#Dutch,5
nld,wreken,wreekte,wreekten,gewroken,wrekaną,https://en.wiktionary.org//wiki/wreken#Dutch,5
nld,bidden,bad,bad,gebeden,bidjaną,https://en.wiktionary.org//wiki/bidden#Dutch,5
nld,liggen,lag,lag,gelegen,ligjaną,https://en.wiktionary.org//wiki/liggen#Dutch,5
nld,zitten,zat,zat,gezeten,sitjaną,https://en.wiktionary.org//wiki/zitten#Dutch,5
nld,laden,laadde,laadde,geladen,hlaþaną,https://en.wiktionary.org//wiki/laden#Dutch,6
nld,malen,maalde,maalde,gemalen,malaną,https://en.wiktionary.org//wiki/malen#Dutch,6
nld,waden,waadde,waadde,gewaad,wadaną,https://en.wiktionary.org//wiki/waden#Dutch,6
nld,bakken,bakte,bakte,gebakken,bakaną,https://en.wiktionary.org//wiki/bakken#Dutch,6
nld,dragen,droeg,droegen,gedragen,draganą,https://en.wiktionary.org//wiki/dragen#Dutch,6
nld,varen,voer,voer,gevaren,faraną,https://en.wiktionary.org//wiki/varen#Dutch,6
nld,knauwen,knauwde,knauwde,geknauwd,gnaganą,https://en.wiktionary.org//wiki/knauwen#Dutch,6
nld,graven,groef,groef,gegraven,grabaną,https://en.wiktionary.org//wiki/graven#Dutch,6
nld,schaven,schaafde,schaafde,geschaafd,skabaną,https://en.wiktionary.org//wiki/schaven#Dutch,6
nld,slagen,slaagde,slaagden,geslaagd,slahaną,https://en.wiktionary.org//wiki/slagen#Dutch,6
nld,,,,,standaną,,6
nld,heffen,hief,hieven,geheven,habjaną,https://en.wiktionary.org//wiki/heffen#Dutch,6
nld,lachen,lachte,lachten,gelachen,hlahjaną,https://en.wiktionary.org//wiki/lachen#Dutch,6
nld,schaffen,schafte,schaften,geschaft,skapjaną,https://en.wiktionary.org//wiki/schaffen#Dutch,6
nld,zweren,zwoer,zwoer,gezworen,swarjaną,https://en.wiktionary.org//wiki/zweren#Dutch,6
nld,wassen,waste,waste,gewassen,wahsijaną,https://en.wiktionary.org//wiki/wassen#Dutch,6
nld,heten,heette,heette,geheten,haitaną,https://en.wiktionary.org//wiki/heten#Dutch,7
nld,houwen,hieuw,hieuw,gehouwen,hawwaną,https://en.wiktionary.org//wiki/houwen#Dutch,7
nld,lopen,liep,liep,gelopen,hlaupaną,https://en.wiktionary.org//wiki/lopen#Dutch,7
nld,bannen,bande,bande,gebannen,bannaną,https://en.wiktionary.org//wiki/bannen#Dutch,7
nld,hangen,hing,hingen,gehangen,hanhaną,https://en.wiktionary.org//wiki/hangen#Dutch,7
nld,vallen,viel,viel,gevallen,fallaną,https://en.wiktionary.org//wiki/vallen#Dutch,7
nld,vangen,ving,vingen,gevangen,fanhaną,https://en.wiktionary.org//wiki/vangen#Dutch,7
nld,houden,hield,hield,gehouden,haldaną,https://en.wiktionary.org//wiki/houden#Dutch,7
